Residual,Connection,Atom,Shift,Residual Num
a-D-GlcpNAc," 4,until",H1,5.25,1
a-D-GlcpNAc," 4,until",H2,3.94,1
a-D-GlcpNAc," 4,until",H3,3.82,1
a-D-GlcpNAc," 4,until",H4,3.73,1
a-D-GlcpNAc," 4,until",H5,3.84,1
b-D-ManpNAc," 4,4,until",H1,4.88,2
b-D-ManpNAc," 4,4,until",H2,4.51,2
b-D-ManpNAc," 4,4,until",H3,4.04,2
b-D-ManpNAc," 4,4,until",H4,3.68,2
b-D-ManpNAc," 4,4,until",H5,3.54,2
b-D-ManpNAc," 4,4,until",,0.0,2
a-D-GlcpNAc," 4,until",C1,98.7,1
a-D-GlcpNAc," 4,until",C2,54.5,1
a-D-GlcpNAc," 4,until",C3,70.0,1
a-D-GlcpNAc," 4,until",C4,79.8,1
a-D-GlcpNAc," 4,until",C5,71.9,1
a-D-GlcpNAc," 4,until",C6,60.7,1
a-D-GlcpNAc," 4,until",CO,176.3,1
a-D-GlcpNAc," 4,until",CH3,22.7,1
b-D-ManpNAc," 4,4,until",C1,100.0,2
b-D-ManpNAc," 4,4,until",C2,54.2,2
b-D-ManpNAc," 4,4,until",C3,73.5,2
b-D-ManpNAc," 4,4,until",C4,74.0,2
b-D-ManpNAc," 4,4,until",C5,75.9,2
b-D-ManpNAc," 4,4,until",C6,61.3,2
b-D-ManpNAc," 4,4,until",CO,175.1,2
b-D-ManpNAc," 4,4,until",CH3,22.8,2
