Residual,Connection,Atom,Shift,Residual Num
A-D-GLCP1OME, ,H1,4.9,1
A-D-GLCP1OME, ,H2,3.57,1
A-D-GLCP1OME, ,H3,3.73,1
A-D-GLCP1OME, ,H4,3.45,1
A-D-GLCP1OME, ,H5,3.64,1
A-D-GLCP1OME, ,H6a,3.77,1
A-D-GLCP1OME, ,H6b,3.89,1
A-L-RHAP,2,H1,4.96,2
A-L-RHAP,2,H2,4.07,2
A-L-RHAP,2,H3,3.78,2
A-L-RHAP,2,H4,3.47,2
A-L-RHAP,2,H5,3.77,2
A-L-RHAP,2,H6,1.32,2
A-D-GLCP1OME, ,C1,99.9,1
A-D-GLCP1OME, ,C2,81.0,1
A-D-GLCP1OME, ,C3,73.4,1
A-D-GLCP1OME, ,C4,70.9,1
A-D-GLCP1OME, ,C5,72.6,1
A-D-GLCP1OME, ,C6,61.9,1
A-D-GLCP1OME, ,OMe,56.1,1
A-L-RHAP,2,C1,103.8,2
A-L-RHAP,2,C2,71.4,2
A-L-RHAP,2,C3,71.3,2
A-L-RHAP,2,C4,73.2,2
A-L-RHAP,2,C5,70.3,2
A-L-RHAP,2,C6,17.9,2
