Residual,Connection,Atom,Shift,Residual Num
a-D-Galp," 6,until",H1,4.9,1
a-D-Galp," 6,until",H2,3.72,1
a-D-Galp," 6,until",H3,3.8,1
a-D-Galp," 6,until",H4,3.93,1
a-D-Galp," 6,until",H5,4.03,1
a-D-Galp," 6,until",H61,3.77,1
a-D-Galp," 6,until",H62,3.63,1
a-D-Galp," 6,6,until",H1,5.09,2
a-D-Galp," 6,6,until",H2,3.83,2
a-D-Galp," 6,6,until",H3,3.87,2
a-D-Galp," 6,6,until",H4,3.92,2
a-D-Galp," 6,6,until",H5,3.91,2
a-D-Galp," 6,6,until",H61,3.64,2
a-D-Galp," 6,6,until",H62,3.64,2
a-D-Glcp," 2,6,6,until",H1,5.0,3
a-D-Glcp," 2,6,6,until",H2,3.48,3
a-D-Glcp," 2,6,6,until",H3,3.67,3
a-D-Glcp," 2,6,6,until",H4,3.39,3
a-D-Glcp," 2,6,6,until",H5,4.01,3
a-D-Glcp," 2,6,6,until",H61,3.68,3
a-D-Glcp," 2,6,6,until",H62,3.84,3
a-D-Galp," 6,until",C1,99.0,1
a-D-Galp," 6,until",C2,69.3,1
a-D-Galp," 6,until",C3,70.2,1
a-D-Galp," 6,until",C4,70.3,1
a-D-Galp," 6,until",C5,69.7,1
a-D-Galp," 6,until",C6,67.8,1
a-D-Galp," 6,6,until",C1,97.0,2
a-D-Galp," 6,6,until",C2,74.0,2
a-D-Galp," 6,6,until",C3,70.3,2
a-D-Galp," 6,6,until",C4,68.8,2
a-D-Galp," 6,6,until",C5,71.8,2
a-D-Galp," 6,6,until",C6,62.1,2
a-D-Glcp," 2,6,6,until",C1,97.2,3
a-D-Glcp," 2,6,6,until",C2,72.2,3
a-D-Glcp," 2,6,6,until",C3,74.2,3
a-D-Glcp," 2,6,6,until",C4,70.7,3
a-D-Glcp," 2,6,6,until",C5,71.2,3
a-D-Glcp," 2,6,6,until",C6,67.0,3
