Residual,Connection,Atom,Shift,Residual Num
a-L-Rhap," 2,until",H1,4.87,1
a-L-Rhap," 2,until",H2,3.9,1
a-L-Rhap," 2,until",H3,3.71,1
a-L-Rhap," 2,until",H4,3.25,1
a-L-Rhap," 2,until",H5,3.59,1
a-L-Rhap," 2,until",CH3,1.22,1
b-D-GlcpNAc," 2,2,until",H1,4.59,2
b-D-GlcpNAc," 2,2,until",H2,3.82,2
b-D-GlcpNAc," 2,2,until",H3,3.64,2
b-D-GlcpNAc," 2,2,until",H4,3.47,2
b-D-GlcpNAc," 2,2,until",H5,3.39,2
b-D-GlcpNAc," 2,2,until",H61,3.86,2
b-D-GlcpNAc," 2,2,until",H62,3.71,2
a-L-FucpNAc," 3,2,2,until",H1,4.95,3
a-L-FucpNAc," 3,2,2,until",H2,4.3,3
a-L-FucpNAc," 3,2,2,until",H3,3.87,3
a-L-FucpNAc," 3,2,2,until",H4,3.84,3
a-L-FucpNAc," 3,2,2,until",H5,4.35,3
a-L-FucpNAc," 3,2,2,until",CH3,1.15,3
a-D-Glcp," 3,3,2,2,until",H1,4.97,4
a-D-Glcp," 3,3,2,2,until",H2,3.44,4
a-D-Glcp," 3,3,2,2,until",H3,3.67,4
a-D-Glcp," 3,3,2,2,until",H4,3.32,4
a-D-Glcp," 3,3,2,2,until",H5,3.82,4
a-D-Glcp," 3,3,2,2,until",H61,3.91,4
a-D-Glcp," 3,3,2,2,until",H62,3.57,4
a-L-Rhap," 2,until",C1,100.1,1
a-L-Rhap," 2,until",C2,79.4,1
a-L-Rhap," 2,until",C3,71.0,1
a-L-Rhap," 2,until",C4,73.4,1
a-L-Rhap," 2,until",C5,69.6,1
a-L-Rhap," 2,until",C6,17.5,1
b-D-GlcpNAc," 2,2,until",C1,103.4,2
b-D-GlcpNAc," 2,2,until",C2,56.6,2
b-D-GlcpNAc," 2,2,until",C3,79.9,2
b-D-GlcpNAc," 2,2,until",C4,69.6,2
b-D-GlcpNAc," 2,2,until",C5,76.68,2
b-D-GlcpNAc," 2,2,until",C6,61.8,2
a-L-FucpNAc," 3,2,2,until",C1,98.9,3
a-L-FucpNAc," 3,2,2,until",C2,49.1,3
a-L-FucpNAc," 3,2,2,until",C3,77.4,3
a-L-FucpNAc," 3,2,2,until",C4,72.18,3
a-L-FucpNAc," 3,2,2,until",C5,67.68,3
a-L-FucpNAc," 3,2,2,until",C6,16.2,3
a-D-Glcp," 3,3,2,2,until",C1,101.4,4
a-D-Glcp," 3,3,2,2,until",C2,72.38,4
a-D-Glcp," 3,3,2,2,until",C3,73.8,4
a-D-Glcp," 3,3,2,2,until",C4,70.8,4
a-D-Glcp," 3,3,2,2,until",C5,72.1,4
a-D-Glcp," 3,3,2,2,until",C6,67.68,4
