Residual,Connection,Atom,Shift,Residual Num
A-D-MANP, ,H1,5.41,1
A-D-MANP, ,H2,4.02,1
A-D-MANP, ,H3,3.93,1
A-D-MANP, ,H4,3.73,1
A-D-MANP, ,H5,3.81,1
A-D-MANP, ,H6 a,3.84,1
A-D-MANP, ,H6 b,3.84,1
B-L-FUCP,2,H1,4.54,2
B-L-FUCP,2,H2,3.56,2
B-L-FUCP,2,H3,3.65,2
B-L-FUCP,2,H4,3.74,2
B-L-FUCP,2,H5,3.78,2
B-L-FUCP,2,H6,1.26,2
A-D-MANP, ,C1,94.08,1
A-D-MANP, ,C2,80.96,1
A-D-MANP, ,C3,71.22,1
A-D-MANP, ,C4,68.35,1
A-D-MANP, ,C5,73.3,1
A-D-MANP, ,C6,61.98,1
B-L-FUCP,2,C1,105.34,2
B-L-FUCP,2,C2,72.07,2
B-L-FUCP,2,C3,73.94,2
B-L-FUCP,2,C4,72.21,2
B-L-FUCP,2,C5,71.73,2
B-L-FUCP,2,C6,16.17,2
