Residual,Connection,Atom,Shift,Residual Num
A-D-GALPNAC, ,H1,5.83,1
A-D-GALPNAC, ,H2,4.581,1
A-D-GALPNAC, ,H3,4.303,1
A-D-GALPNAC, ,H4,4.315,1
A-D-GALPNAC, ,H5,4.022,1
A-D-GALPNAC, ,H61,3.791,1
A-D-GALPNAC, ,H62,3.755,1
A-D-GALPNAC, ,CH3,2.013,1
B-D-GALP,3,H1,4.547,2
B-D-GALP,3,H2,3.559,2
B-D-GALP,3,H3,3.657,2
B-D-GALP,3,H4,3.932,2
B-D-GALP,3,H5,3.691,2
B-D-GALP,3,H61,3.74,2
B-D-GALP,3,H62,3.69,2
A-D-GALPNAC, ,C1,95.61,1
A-D-GALPNAC, ,C2,47.99,1
A-D-GALPNAC, ,C3,76.5,1
A-D-GALPNAC, ,C4,68.36,1
A-D-GALPNAC, ,C5,71.77,1
A-D-GALPNAC, ,C6,60.82,1
A-D-GALPNAC, ,C-O,174.51,1
A-D-GALPNAC, ,CH3,21.7,1
B-D-GALP,3,C1,104.59,2
B-D-GALP,3,C2,70.4,2
B-D-GALP,3,C3,72.3,2
B-D-GALP,3,C4,68.36,2
B-D-GALP,3,C5,74.86,2
B-D-GALP,3,C6,60.73,2
