Residual,Connection,Atom,Shift,Residual Num
B-D-GALP, ,H1,4.65,1
B-D-GALP, ,H2,3.56,1
B-D-GALP, ,H3,3.73,1
B-D-GALP, ,H4,4.08,1
A-D-GALPASO3,4,H1,5.26,2
A-D-GALPASO3,4,H2,4.64,2
A-D-GALPASO3,4,H3,4.23,2
A-D-GALPASO3,4,H4,4.56,2
A-D-GALPASO3,4,H5,4.75,2
B-D-GLCPA," 4, 3",H1,4.75,3
B-D-GLCPA," 4, 3",H2,3.46,3
B-D-GLCPA," 4, 3",H3,3.66,3
B-D-GLCPA," 4, 3",H4,3.77,3
B-D-GLCPA," 4, 3",H5,3.88,3
B-D-GLCPA," 4, 3, 4",H1,4.52,4
B-D-GLCPA," 4, 3, 4",H2,3.34,4
B-D-GLCPA," 4, 3, 4",H3,3.52,4
B-D-GLCPA," 4, 3, 4",H4,3.5,4
B-D-GLCPA," 4, 3, 4",H5,3.76,4
B-D-GALP, ,C1,99.3,1
B-D-GALP, ,C2,74.8,1
B-D-GALP, ,C3,75.7,1
B-D-GALP, ,C4,79.2,1
A-D-GALPASO3,4,C1,101.0,2
A-D-GALPASO3,4,C2,77.6,2
A-D-GALPASO3,4,C3,80.0,2
A-D-GALPASO3,4,C4,73.3,2
A-D-GALPASO3,4,C5,74.6,2
B-D-GLCPA," 4, 3",C1,106.3,3
B-D-GLCPA," 4, 3",C2,76.0,3
B-D-GLCPA," 4, 3",C3,77.3,3
B-D-GLCPA," 4, 3",C4,84.0,3
B-D-GLCPA," 4, 3",C5,78.8,3
B-D-GLCPA," 4, 3",C6,178.1,3
B-D-GLCPA," 4, 3, 4",C1,105.3,4
B-D-GLCPA," 4, 3, 4",C2,75.9,4
B-D-GLCPA," 4, 3, 4",C3,78.5,4
B-D-GLCPA," 4, 3, 4",C4,74.7,4
B-D-GLCPA," 4, 3, 4",C5,78.8,4
B-D-GLCPA," 4, 3, 4",C6,178.6,4
