Residual,Connection,Atom,Shift,Residual Num
A-D-GLCP, ,H1,5.23,1
A-D-GLCP, ,H2,3.55,1
A-D-GLCP, ,H3,3.76,1
A-D-GLCP, ,H4,3.5,1
A-D-GLCP, ,H5,3.93,1
A-D-GLCP, ,H61,3.63,1
A-D-GLCP, ,H62,3.77,1
A-L-FUCPNAC,4,H11,4.85,2
A-L-FUCPNAC,4,H12,4.84,2
A-L-FUCPNAC,4,H2,4.37,2
A-L-FUCPNAC,4,H3,4.05,2
A-L-FUCPNAC,4,H4,3.93,2
A-L-FUCPNAC,4,H5,4.45,2
A-L-FUCPNAC,4,H6,1.2,2
A-L-FUCPNAC,4,NAc,1.99,2
A-D-GLCPNAC," 4, 3",H1,5.02,3
A-D-GLCPNAC," 4, 3",H2,4.08,3
A-D-GLCPNAC," 4, 3",H3,3.88,3
A-D-GLCPNAC," 4, 3",H4,3.56,3
A-D-GLCPNAC," 4, 3",H5,3.78,3
A-D-GLCPNAC," 4, 3",H61,3.8,3
A-D-GLCPNAC," 4, 3",H62,3.88,3
A-D-GLCPNAC," 4, 3",NAc,1.96,3
A-L-FUCPNAC," 4, 3, 3",H1,5.0,4
A-L-FUCPNAC," 4, 3, 3",H2,4.31,4
A-L-FUCPNAC," 4, 3, 3",H3,3.95,4
A-L-FUCPNAC," 4, 3, 3",H4,3.94,4
A-L-FUCPNAC," 4, 3, 3",H5,4.44,4
A-L-FUCPNAC," 4, 3, 3",H6,1.18,4
A-L-FUCPNAC," 4, 3, 3",NAc,2.01,4
A-D-GLCP," 4, 3, 3, 3",H1,5.03,5
A-D-GLCP," 4, 3, 3, 3",H2,3.48,5
A-D-GLCP," 4, 3, 3, 3",H3,3.74,5
A-D-GLCP," 4, 3, 3, 3",H4,3.39,5
A-D-GLCP," 4, 3, 3, 3",H5,3.77,5
A-D-GLCP," 4, 3, 3, 3",H61,3.75,5
A-D-GLCP," 4, 3, 3, 3",H62,3.85,5
A-D-GLCP, ,C1,92.6,1
A-D-GLCP, ,C2,72.5,1
A-D-GLCP, ,C3,72.3,1
A-D-GLCP, ,C4,77.3,1
A-D-GLCP, ,C5,71.5,1
A-D-GLCP, ,C6,60.8,1
A-L-FUCPNAC,4,C1,98.6,2
A-L-FUCPNAC,4,C2,49.8,2
A-L-FUCPNAC,4,C3,72.9,2
A-L-FUCPNAC,4,C4,71.8,2
A-L-FUCPNAC,4,C5,67.8,2
A-L-FUCPNAC,4,C6,16.0,2
A-L-FUCPNAC,4,NAc,22.7,2
A-L-FUCPNAC,4,CO,174.3,2
A-D-GLCPNAC," 4, 3",C1,98.6,3
A-D-GLCPNAC," 4, 3",C2,54.3,3
A-D-GLCPNAC," 4, 3",C3,76.6,3
A-D-GLCPNAC," 4, 3",C4,69.1,3
A-D-GLCPNAC," 4, 3",C5,73.1,3
A-D-GLCPNAC," 4, 3",C6,61.3,3
A-D-GLCPNAC," 4, 3",NAc,22.9,3
A-D-GLCPNAC," 4, 3",CO,174.1,3
A-L-FUCPNAC," 4, 3, 3",C1,98.4,4
A-L-FUCPNAC," 4, 3, 3",C2,49.1,4
A-L-FUCPNAC," 4, 3, 3",C3,76.9,4
A-L-FUCPNAC," 4, 3, 3",C4,72.0,4
A-L-FUCPNAC," 4, 3, 3",C5,67.6,4
A-L-FUCPNAC," 4, 3, 3",C6,16.0,4
A-L-FUCPNAC," 4, 3, 3",NAc,23.1,4
A-L-FUCPNAC," 4, 3, 3",CO,175.2,4
A-D-GLCP," 4, 3, 3, 3",C1,101.6,5
A-D-GLCP," 4, 3, 3, 3",C2,72.3,5
A-D-GLCP," 4, 3, 3, 3",C3,73.5,5
A-D-GLCP," 4, 3, 3, 3",C4,70.4,5
A-D-GLCP," 4, 3, 3, 3",C5,73.1,5
A-D-GLCP," 4, 3, 3, 3",C6,61.4,5
