Residual,Connection,Atom,Shift,Residual Num
B-D-GALPNAC, ,H1,4.6,1
B-D-GALPNAC, ,H2,4.04,1
B-D-GALPNAC, ,H3,3.83,1
B-D-GALPNAC, ,H4,4.11,1
B-D-GALPNAC, ,H5,3.67,1
B-D-GALPNAC, ,H6,3.8,1
A-D-GLCPNAC,3,H1,5.0,2
A-D-GLCPNAC,3,H2,4.1,2
A-D-GLCPNAC,3,H3,3.75,2
A-D-GLCPNAC,3,H4,3.96,2
A-D-GLCPNAC,3,H5,3.74,2
A-D-GLCPNAC,3,H61,4.03,2
A-D-GLCPNAC,3,H62,3.75,2
A-D-GALP," 3, 6",H1,5.0,3
A-D-GALP," 3, 6",H2,3.86,3
A-D-GALP," 3, 6",H3,3.89,3
A-D-GALP," 3, 6",H4,4.03,3
A-D-GALP," 3, 6",H5,3.74,3
A-D-GALP," 3, 6",H6,3.76,3
B-D-GALPNAC, ,C1,101.99,1
B-D-GALPNAC, ,C2,52.23,1
B-D-GALPNAC, ,C3,75.78,1
B-D-GALPNAC, ,C4,64.54,1
B-D-GALPNAC, ,C5,76.1,1
B-D-GALPNAC, ,C6,62.01,1
A-D-GLCPNAC,3,C1,94.42,2
A-D-GLCPNAC,3,C2,53.02,2
A-D-GLCPNAC,3,C3,81.26,2
A-D-GLCPNAC,3,C4,72.07,2
A-D-GLCPNAC,3,C5,69.59,2
A-D-GLCPNAC,3,C6,66.77,2
A-D-GALP," 3, 6",C1,99.54,3
A-D-GALP," 3, 6",C2,69.7,3
A-D-GALP," 3, 6",C3,70.78,3
A-D-GALP," 3, 6",C4,70.48,3
A-D-GALP," 3, 6",C5,72.24,3
A-D-GALP," 3, 6",C6,62.22,3
