Residual,Connection,Atom,Shift,Residual Num
B-D-GLCPNAC, ,H1,4.59,1
B-D-GLCPNAC, ,H2,3.86,1
B-D-GLCPNAC, ,H3,3.77,1
B-D-GLCPNAC, ,H4,3.77,1
B-D-GLCPNAC, ,H5,3.5,1
B-D-GLCPNAC, ,H61,3.92,1
B-D-GLCPNAC, ,H62,3.8,1
A-D-GALP,3,H1,5.46,2
A-D-GALP,3,H2,3.96,2
A-D-GALP,3,H3,3.85,2
A-D-GALP,3,H4,4.28,2
A-D-GALP,3,H5,3.94,2
A-D-GALP,3,H61,3.81,2
A-D-GALP,3,H62,3.76,2
B-D-GLCPNAC," 3, 3",H1,4.65,3
B-D-GLCPNAC," 3, 3",H2,3.62,3
B-D-GLCPNAC," 3, 3",H3,3.58,3
B-D-GLCPNAC," 3, 3",H4,3.44,3
B-D-GLCPNAC," 3, 3",H5,3.44,3
B-D-GLCPNAC," 3, 3",H61,3.94,3
B-D-GLCPNAC," 3, 3",H62,3.77,3
A-D-GLCP," 3, 4",H1,4.95,4
A-D-GLCP," 3, 4",H2,3.48,4
A-D-GLCP," 3, 4",H3,3.7,4
A-D-GLCP," 3, 4",H4,3.46,4
A-D-GLCP," 3, 4",H5,4.26,4
A-D-GLCP," 3, 4",H61,4.16,4
A-D-GLCP," 3, 4",H62,3.95,4
B-D-GLCPNAC," 3, 4, 6",H1,4.59,5
B-D-GLCPNAC," 3, 4, 6",H2,3.86,5
B-D-GLCPNAC," 3, 4, 6",H3,3.77,5
B-D-GLCPNAC," 3, 4, 6",H4,3.77,5
B-D-GLCPNAC," 3, 4, 6",H5,3.5,5
B-D-GLCPNAC," 3, 4, 6",H61,3.92,5
B-D-GLCPNAC," 3, 4, 6",H62,3.8,5
A-D-GALP," 3, 4, 6, 3",H1,5.46,6
A-D-GALP," 3, 4, 6, 3",H2,3.96,6
A-D-GALP," 3, 4, 6, 3",H3,3.85,6
A-D-GALP," 3, 4, 6, 3",H4,4.28,6
A-D-GALP," 3, 4, 6, 3",H5,3.94,6
A-D-GALP," 3, 4, 6, 3",H61,3.61,6
A-D-GALP," 3, 4, 6, 3",H62,3.76,6
B-D-GLCPNAC, ,C1,102.4,1
B-D-GLCPNAC, ,C2,55.2,1
B-D-GLCPNAC, ,C3,80.3,1
B-D-GLCPNAC, ,C4,71.8,1
B-D-GLCPNAC, ,C5,76.6,1
B-D-GLCPNAC, ,C6,61.6,1
A-D-GALP,3,C1,100.0,2
A-D-GALP,3,C2,69.1,2
A-D-GALP,3,C3,79.4,2
A-D-GALP,3,C4,76.9,2
A-D-GALP,3,C5,72.7,2
A-D-GALP,3,C6,60.5,2
B-D-GLCPNAC," 3, 3",C1,104.3,3
B-D-GLCPNAC," 3, 3",C2,56.8,3
B-D-GLCPNAC," 3, 3",C3,75.3,3
B-D-GLCPNAC," 3, 3",C4,71.35,3
B-D-GLCPNAC," 3, 3",C5,76.7,3
B-D-GLCPNAC," 3, 3",C6,62.1,3
A-D-GLCP," 3, 4",C1,100.0,4
A-D-GLCP," 3, 4",C2,73.2,4
A-D-GLCP," 3, 4",C3,73.9,4
A-D-GLCP," 3, 4",C4,70.2,4
A-D-GLCP," 3, 4",C5,71.2,4
A-D-GLCP," 3, 4",C6,68.8,4
B-D-GLCPNAC," 3, 4, 6",C1,102.4,5
B-D-GLCPNAC," 3, 4, 6",C2,55.2,5
B-D-GLCPNAC," 3, 4, 6",C3,80.3,5
B-D-GLCPNAC," 3, 4, 6",C4,71.8,5
B-D-GLCPNAC," 3, 4, 6",C5,76.6,5
B-D-GLCPNAC," 3, 4, 6",C6,61.6,5
A-D-GALP," 3, 4, 6, 3",C1,100.0,6
A-D-GALP," 3, 4, 6, 3",C2,69.1,6
A-D-GALP," 3, 4, 6, 3",C3,76.4,6
A-D-GALP," 3, 4, 6, 3",C4,76.9,6
A-D-GALP," 3, 4, 6, 3",C5,72.7,6
A-D-GALP," 3, 4, 6, 3",C6,60.5,6
