Residual,Connection,Atom,Shift,Residual Num
B-D-GALP, ,H1,4.75,1
B-D-GALP, ,H2,3.929,1
B-D-GALP, ,H3,3.927,1
B-D-GALP, ,H4,4.281,1
B-D-GALP, ,H5,3.688,1
A-D-GLCP,2,H1,5.569,2
A-D-GLCP,2,H2,3.514,2
A-D-GLCP,2,H3,3.657,2
A-D-GLCP,2,H4,3.497,2
A-D-GLCP,2,H5,4.014,2
A-D-GLCP,2,H6,3.83,2
A-D-GALP,3,H1,5.262,3
A-D-GALP,3,H2,3.95,3
A-D-GALP,3,H3,3.936,3
A-D-GALP,3,H4,4.245,3
A-D-GALP,3,H5,4.04,3
B-D-MANP," 3, 4",H1,4.849,4
B-D-MANP," 3, 4",H2,4.204,4
B-D-MANP," 3, 4",H3,3.814,4
B-D-MANP," 3, 4",H4,3.832,4
B-D-MANP," 3, 4",H5,3.485,4
B-D-MANP," 3, 4, 4",H1,4.796,5
B-D-MANP," 3, 4, 4",H2,4.318,5
B-D-MANP," 3, 4, 4",H3,3.942,5
B-D-MANP," 3, 4, 4",H4,3.849,5
B-D-MANP," 3, 4, 4",H5,3.675,5
A-L-RHAP," 3, 4, 4, 3",H1,5.116,6
A-L-RHAP," 3, 4, 4, 3",H2,4.054,6
A-L-RHAP," 3, 4, 4, 3",H3,4.142,6
A-L-RHAP," 3, 4, 4, 3",H4,3.478,6
A-L-RHAP," 3, 4, 4, 3",H5,4.429,6
A-L-RHAP," 3, 4, 4, 3",H6,1.34,6
A-D-GALP," 3, 4, 4, 3, 2",H1,5.085,7
A-D-GALP," 3, 4, 4, 3, 2",H2,3.849,7
A-D-GALP," 3, 4, 4, 3, 2",H3,3.951,7
A-D-GALP," 3, 4, 4, 3, 2",H4,4.037,7
A-D-GALP," 3, 4, 4, 3, 2",H5,3.933,7
B-D-GALP, ,C1,100.97,1
B-D-GALP, ,C2,75.2,1
B-D-GALP, ,C3,71.82,1
B-D-GALP, ,C4,67.66,1
B-D-GALP, ,C5,75.81,1
B-D-GALP, ,C6,61.0,1
A-D-GLCP,2,C1,97.93,2
A-D-GLCP,2,C2,72.31,2
A-D-GLCP,2,C3,74.1,2
A-D-GLCP,2,C4,70.09,2
A-D-GLCP,2,C5,71.84,2
A-D-GLCP,2,C6,61.0,2
A-D-GALP,3,C1,94.24,3
A-D-GALP,3,C2,70.45,3
A-D-GALP,3,C3,68.94,3
A-D-GALP,3,C4,77.18,3
A-D-GALP,3,C5,71.82,3
A-D-GALP,3,C6,61.0,3
B-D-MANP," 3, 4",C1,101.59,4
B-D-MANP," 3, 4",C2,70.65,4
B-D-MANP," 3, 4",C3,72.4,4
B-D-MANP," 3, 4",C4,78.1,4
B-D-MANP," 3, 4",C5,75.64,4
B-D-MANP," 3, 4",C6,61.0,4
B-D-MANP," 3, 4, 4",C1,101.39,5
B-D-MANP," 3, 4, 4",C2,67.47,5
B-D-MANP," 3, 4, 4",C3,75.02,5
B-D-MANP," 3, 4, 4",C4,73.81,5
B-D-MANP," 3, 4, 4",C5,73.29,5
B-D-MANP," 3, 4, 4",C6,61.0,5
A-L-RHAP," 3, 4, 4, 3",C1,94.02,6
A-L-RHAP," 3, 4, 4, 3",C2,77.35,6
A-L-RHAP," 3, 4, 4, 3",C3,70.45,6
A-L-RHAP," 3, 4, 4, 3",C4,73.48,6
A-L-RHAP," 3, 4, 4, 3",C5,69.43,6
A-L-RHAP," 3, 4, 4, 3",C6,17.34,6
A-D-GALP," 3, 4, 4, 3, 2",C1,98.68,7
A-D-GALP," 3, 4, 4, 3, 2",C2,69.14,7
A-D-GALP," 3, 4, 4, 3, 2",C3,69.17,7
A-D-GALP," 3, 4, 4, 3, 2",C4,70.07,7
A-D-GALP," 3, 4, 4, 3, 2",C5,71.91,7
A-D-GALP," 3, 4, 4, 3, 2",C6,61.0,7
