Residual,Connection,Atom,Shift,Residual Num
B-D-GALP, ,H1,4.52,1
B-D-GALP, ,H2,3.58,1
B-D-GALP, ,H3,3.76,1
B-D-GALP, ,H4,4.02,1
B-D-GALP, ,H5,3.79,1
B-D-GALP, ,H61,3.92,1
B-D-GALP, ,H62,3.84,1
A-D-GLCP,4,H1,4.92,2
A-D-GLCP,4,H2,3.59,2
A-D-GLCP,4,H3,3.86,2
A-D-GLCP,4,H4,3.57,2
A-D-GLCP,4,H5,4.34,2
A-D-GLCP,4,H61,4.12,2
A-D-GLCP,4,H62,3.9,2
B-D-GLCP," 4, 4",H1,4.42,3
B-D-GLCP," 4, 4",H2,3.39,3
B-D-GLCP," 4, 4",H3,3.67,3
B-D-GLCP," 4, 4",H4,3.67,3
B-D-GLCP," 4, 4",H5,3.6,3
B-D-GLCP," 4, 4",H61,3.86,3
B-D-GLCP," 4, 4",H62,3.84,3
B-D-GLCPNAC," 4, 6",H1,4.58,4
B-D-GLCPNAC," 4, 6",H2,3.76,4
B-D-GLCPNAC," 4, 6",H3,3.76,4
B-D-GLCPNAC," 4, 6",H4,3.71,4
B-D-GLCPNAC," 4, 6",H5,3.59,4
B-D-GLCPNAC," 4, 6",H61,3.99,4
B-D-GLCPNAC," 4, 6",H62,3.84,4
B-D-GLCPNAC," 4, 6",NAc,2.08,4
B-D-GALP," 4, 6, 4",H1,4.48,5
B-D-GALP," 4, 6, 4",H2,3.56,5
B-D-GALP," 4, 6, 4",H3,3.67,5
B-D-GALP," 4, 6, 4",H4,3.95,5
B-D-GALP," 4, 6, 4",H5,3.73,5
B-D-GALP," 4, 6, 4",H61,3.79,5
B-D-GALP," 4, 6, 4",H62,3.78,5
B-D-GALP, ,C1,103.8,1
B-D-GALP, ,C2,71.9,1
B-D-GALP, ,C3,73.5,1
B-D-GALP, ,C4,69.4,1
B-D-GALP, ,C5,76.1,1
B-D-GALP, ,C6,61.7,1
A-D-GLCP,4,C1,101.4,2
A-D-GLCP,4,C2,72.2,2
A-D-GLCP,4,C3,72.0,2
A-D-GLCP,4,C4,80.2,2
A-D-GLCP,4,C5,70.2,2
A-D-GLCP,4,C6,67.9,2
B-D-GLCP," 4, 4",C1,103.4,3
B-D-GLCP," 4, 4",C2,73.8,3
B-D-GLCP," 4, 4",C3,75.1,3
B-D-GLCP," 4, 4",C4,79.7,3
B-D-GLCP," 4, 4",C5,75.6,3
B-D-GLCP," 4, 4",C6,61.1,3
B-D-GLCPNAC," 4, 6",C1,101.1,4
B-D-GLCPNAC," 4, 6",C2,55.9,4
B-D-GLCPNAC," 4, 6",C3,73.1,4
B-D-GLCPNAC," 4, 6",C4,79.8,4
B-D-GLCPNAC," 4, 6",C5,75.6,4
B-D-GLCPNAC," 4, 6",C6,61.1,4
B-D-GLCPNAC," 4, 6",NAc,23.4,4
B-D-GLCPNAC," 4, 6",Nac,175.0,4
B-D-GALP," 4, 6, 4",C1,103.8,5
B-D-GALP," 4, 6, 4",C2,71.9,5
B-D-GALP," 4, 6, 4",C3,73.5,5
B-D-GALP," 4, 6, 4",C4,69.4,5
B-D-GALP," 4, 6, 4",C5,76.1,5
B-D-GALP," 4, 6, 4",C6,61.7,5
