Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP, ,H1,4.53,1
B-D-GLCP, ,H2,3.33,1
B-D-GLCP, ,H3,3.51,1
B-D-GLCP, ,H4,3.43,1
B-D-GLCP, ,H5,3.6,1
B-D-GLCP, ,H6a,3.73,1
B-D-GLCP, ,H6b,4.07,1
A-D-GALF,6,H1,5.08,2
A-D-GALF,6,H2,4.13,2
A-D-GALF,6,H3,4.14,2
A-D-GALF,6,H4,4.03,2
A-D-GALF,6,H5,3.78,2
A-D-GALF,6,H6a,3.51,2
A-D-GALF,6,H6b,4.04,2
B-D-GLCP," 6, 6",H1,4.49,3
B-D-GLCP," 6, 6",H2,3.36,3
B-D-GLCP," 6, 6",H3,3.63,3
B-D-GLCP," 6, 6",H4,3.48,3
B-D-GLCP," 6, 6",H5,3.8,3
B-D-GLCP," 6, 6",H6a,3.8,3
B-D-GLCP," 6, 6",H6b,3.98,3
B-L-RHAP," 6, 6, 4",H1,4.91,4
B-L-RHAP," 6, 6, 4",H2,4.33,4
B-L-RHAP," 6, 6, 4",H3,3.75,4
B-L-RHAP," 6, 6, 4",H4,3.44,4
B-L-RHAP," 6, 6, 4",H5,3.54,4
B-L-RHAP," 6, 6, 4",CH3,1.36,4
A-L-RHAP," 6, 6, 4, 2",H1,5.27,5
A-L-RHAP," 6, 6, 4, 2",H2,4.07,5
A-L-RHAP," 6, 6, 4, 2",H3,3.85,5
A-L-RHAP," 6, 6, 4, 2",H4,3.47,5
A-L-RHAP," 6, 6, 4, 2",H5,4.07,5
A-L-RHAP," 6, 6, 4, 2",CH3,1.29,5
A-D-GALP," 6, 6, 4, 3",H1,5.15,6
A-D-GALP," 6, 6, 4, 3",H2,3.92,6
A-D-GALP," 6, 6, 4, 3",H3,4.05,6
A-D-GALP," 6, 6, 4, 3",H4,4.36,6
A-D-GALP," 6, 6, 4, 3",H5,3.89,6
A-D-GALP," 6, 6, 4, 3",H6a,3.94,6
A-D-GALP," 6, 6, 4, 3",H6b,4.08,6
B-D-GALP," 6, 6, 4, 3, 6",H1,4.45,7
B-D-GALP," 6, 6, 4, 3, 6",H2,3.56,7
B-D-GALP," 6, 6, 4, 3, 6",H3,3.66,7
B-D-GALP," 6, 6, 4, 3, 6",H4,3.97,7
B-D-GALP," 6, 6, 4, 3, 6",H5,3.88,7
B-D-GALP," 6, 6, 4, 3, 6",H6a,3.97,7
B-D-GALP," 6, 6, 4, 3, 6",H6b,4.06,7
B-D-GLCP, ,C1,103.96,1
B-D-GLCP, ,C2,74.36,1
B-D-GLCP, ,C3,76.95,1
B-D-GLCP, ,C4,71.11,1
B-D-GLCP, ,C5,76.09,1
B-D-GLCP, ,C6,68.21,1
A-D-GALF,6,C1,109.13,2
A-D-GALF,6,C2,82.1,2
A-D-GALF,6,C3,77.98,2
A-D-GALF,6,C4,84.43,2
A-D-GALF,6,C5,70.28,2
A-D-GALF,6,C6,72.24,2
B-D-GLCP," 6, 6",C1,103.89,3
B-D-GLCP," 6, 6",C2,74.25,3
B-D-GLCP," 6, 6",C3,75.98,3
B-D-GLCP," 6, 6",C4,78.23,3
B-D-GLCP," 6, 6",C5,77.17,3
B-D-GLCP," 6, 6",C6,62.33,3
B-L-RHAP," 6, 6, 4",C1,101.46,4
B-L-RHAP," 6, 6, 4",C2,74.69,4
B-L-RHAP," 6, 6, 4",C3,81.14,4
B-L-RHAP," 6, 6, 4",C4,73.47,4
B-L-RHAP," 6, 6, 4",C5,72.24,4
B-L-RHAP," 6, 6, 4",C6,17.96,4
A-L-RHAP," 6, 6, 4, 2",C1,101.62,5
A-L-RHAP," 6, 6, 4, 2",C2,71.55,5
A-L-RHAP," 6, 6, 4, 2",C3,73.33,5
A-L-RHAP," 6, 6, 4, 2",C4,70.28,5
A-L-RHAP," 6, 6, 4, 2",C5,69.54,5
A-L-RHAP," 6, 6, 4, 2",C6,17.74,5
A-D-GALP," 6, 6, 4, 3",C1,98.33,6
A-D-GALP," 6, 6, 4, 3",C2,70.28,6
A-D-GALP," 6, 6, 4, 3",C3,69.21,6
A-D-GALP," 6, 6, 4, 3",C4,70.92,6
A-D-GALP," 6, 6, 4, 3",C5,71.55,6
A-D-GALP," 6, 6, 4, 3",C6,69.85,6
B-D-GALP," 6, 6, 4, 3, 6",C1,104.24,7
B-D-GALP," 6, 6, 4, 3, 6",C2,73.86,7
B-D-GALP," 6, 6, 4, 3, 6",C3,72.01,7
B-D-GALP," 6, 6, 4, 3, 6",C4,69.85,7
B-D-GALP," 6, 6, 4, 3, 6",C5,74.97,7
B-D-GALP," 6, 6, 4, 3, 6",C6,70.28,7
