Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP, ,H1,4.61,1
B-D-GLCP, ,H2,3.36,1
B-D-GLCP, ,H3,3.7,1
B-D-GLCP, ,H4,3.63,1
B-D-GLCP, ,H5,3.63,1
B-D-GLCP, ,H61,3.77,1
B-D-GLCP, ,H62,3.87,1
B-D-MANP,4,H1,4.73,2
B-D-MANP,4,H2,4.26,2
B-D-MANP,4,H3,3.77,2
B-D-MANP,4,H4,3.66,2
B-D-MANP,4,H5,3.4,2
B-D-MANP,4,H61,3.71,2
B-D-MANP,4,H62,3.93,2
B-D-GLCPNAC," 4, 2",H1,4.65,3
B-D-GLCPNAC," 4, 2",H2,3.74,3
B-D-GLCPNAC," 4, 2",H3,3.59,3
B-D-GLCPNAC," 4, 2",H4,3.42,3
B-D-GLCPNAC," 4, 2",H5,3.42,3
B-D-GLCPNAC," 4, 2",H61,3.79,3
B-D-GLCPNAC," 4, 2",H62,3.85,3
B-D-GLCPNAC," 4, 2",CH3CON,2.1,3
A-D-GALPNAC," 4, 3",H1,5.36,4
A-D-GALPNAC," 4, 3",H2,4.27,4
A-D-GALPNAC," 4, 3",H3,4.08,4
A-D-GALPNAC," 4, 3",H4,4.06,4
A-D-GALPNAC," 4, 3",H5,4.03,4
A-D-GALPNAC," 4, 3",H61,3.64,4
A-D-GALPNAC," 4, 3",H62,3.89,4
A-D-GALPNAC," 4, 3",CH3CON,2.08,4
A-D-FUCPNAC," 4, 3, 4",H1,4.91,5
A-D-FUCPNAC," 4, 3, 4",H2,4.33,5
A-D-FUCPNAC," 4, 3, 4",H3,4.13,5
A-D-FUCPNAC," 4, 3, 4",H4,4.08,5
A-D-FUCPNAC," 4, 3, 4",H5,4.47,5
A-D-FUCPNAC," 4, 3, 4",H6,1.17,5
A-D-FUCPNAC," 4, 3, 4",Ch3CON,2.05,5
A-D-GLC," 4, 3, 6",H1,4.82,6
A-D-GLC," 4, 3, 6",H2,3.56,6
A-D-GLC," 4, 3, 6",H3,3.57,6
A-D-GLC," 4, 3, 6",H4,3.46,6
A-D-GLC," 4, 3, 6",H5,3.7,6
A-D-GLC," 4, 3, 6",H61,3.6,6
A-D-GLC," 4, 3, 6",H62,3.75,6
B-D-GLCP, ,C1,105.0,1
B-D-GLCP, ,C2,74.0,1
B-D-GLCP, ,C3,75.4,1
B-D-GLCP, ,C4,81.4,1
B-D-GLCP, ,C5,75.4,1
B-D-GLCP, ,C6,61.6,1
B-D-MANP,4,C1,101.9,2
B-D-MANP,4,C2,77.4,2
B-D-MANP,4,C3,76.0,2
B-D-MANP,4,C4,69.2,2
B-D-MANP,4,C5,77.1,2
B-D-MANP,4,C6,62.4,2
B-D-GLCPNAC," 4, 2",C1,102.9,3
B-D-GLCPNAC," 4, 2",C2,56.9,3
B-D-GLCPNAC," 4, 2",C3,74.5,3
B-D-GLCPNAC," 4, 2",C4,71.5,3
B-D-GLCPNAC," 4, 2",C5,77.8,3
B-D-GLCPNAC," 4, 2",C6,62.5,3
B-D-GLCPNAC," 4, 2",Ch3CONa,23.6,3
B-D-GLCPNAC," 4, 2",Ch3CONb,175.5,3
A-D-GALPNAC," 4, 3",C1,99.5,4
A-D-GALPNAC," 4, 3",C2,51.2,4
A-D-GALPNAC," 4, 3",C3,70.4,4
A-D-GALPNAC," 4, 3",C4,78.9,4
A-D-GALPNAC," 4, 3",C5,70.1,4
A-D-GALPNAC," 4, 3",C6,67.2,4
A-D-GALPNAC," 4, 3",Ch3CONa,23.4,4
A-D-GALPNAC," 4, 3",Ch3CONb,175.8,4
A-D-FUCPNAC," 4, 3, 4",C1,99.9,5
A-D-FUCPNAC," 4, 3, 4",C2,49.9,5
A-D-FUCPNAC," 4, 3, 4",C3,78.7,5
A-D-FUCPNAC," 4, 3, 4",C4,72.4,5
A-D-FUCPNAC," 4, 3, 4",C5,68.3,5
A-D-FUCPNAC," 4, 3, 4",C6,16.6,5
A-D-FUCPNAC," 4, 3, 4",Ch3CONa,23.3,5
A-D-FUCPNAC," 4, 3, 4",Ch3CONb,175.8,5
A-D-GLC," 4, 3, 6",C1,99.3,6
A-D-GLC," 4, 3, 6",C2,72.4,6
A-D-GLC," 4, 3, 6",C3,74.6,6
A-D-GLC," 4, 3, 6",C4,70.6,6
A-D-GLC," 4, 3, 6",C5,73.3,6
A-D-GLC," 4, 3, 6",C6,61.5,6
