Residual,Connection,Atom,Shift,Residual Num
a-D-Manp," 2,until",H1,5.33,1
a-D-Manp," 2,until",H2,4.06,1
a-D-Manp," 2,until",H3,4.0,1
a-D-Manp," 2,until",H4,3.56,1
a-D-Manp," 2,until",H5,3.89,1
a-D-Manp," 2,2,until",H1,5.16,2
a-D-Manp," 2,2,until",H2,4.33,2
a-D-Manp," 2,2,until",H3,4.03,2
a-D-Manp," 2,2,until",H4,3.77,2
a-D-Manp," 2,2,until",H5,3.91,2
a-D-Galp," 3,2,2,until",H1,5.24,5
a-D-Galp," 3,2,2,until",H2,3.87,5
a-D-Galp," 3,2,2,until",H3,3.97,5
a-D-Galp," 3,2,2,until",H4,4.15,5
a-D-Galp," 3,2,2,until",H5,4.23,5
b-D-GlcpA," 2,2,2,until",H1,4.54,3
b-D-GlcpA," 2,2,2,until",H2,3.42,3
b-D-GlcpA," 2,2,2,until",H3,3.63,3
b-D-GlcpA," 2,2,2,until",H4,3.8,3
b-D-GlcpA," 2,2,2,until",H5,3.75,3
b-D-Manp," 4,2,2,2,until",H1,4.66,4
b-D-Manp," 4,2,2,2,until",H2,3.97,4
b-D-Manp," 4,2,2,2,until",H3,3.62,4
b-D-Manp," 4,2,2,2,until",H4,3.57,4
b-D-Manp," 4,2,2,2,until",H5,3.38,4
a-D-Manp," 2,until",C1,95.8,1
a-D-Manp," 2,until",C2,79.3,1
a-D-Manp," 2,until",C3,71.1,1
a-D-Manp," 2,until",C4,67.5,1
a-D-Manp," 2,until",C5,73.5,1
a-D-Manp," 2,2,until",C1,100.5,2
a-D-Manp," 2,2,until",C2,78.3,2
a-D-Manp," 2,2,until",C3,78.1,2
a-D-Manp," 2,2,until",C4,67.1,2
a-D-Manp," 2,2,until",C5,74.5,2
a-D-Galp," 3,2,2,until",C1,102.2,5
a-D-Galp," 3,2,2,until",C2,68.2,5
a-D-Galp," 3,2,2,until",C3,75.1,5
a-D-Galp," 3,2,2,until",C4,66.7,5
a-D-Galp," 3,2,2,until",C5,71.4,5
b-D-GlcpA," 2,2,2,until",C1,102.4,3
b-D-GlcpA," 2,2,2,until",C2,73.1,3
b-D-GlcpA," 2,2,2,until",C3,74.8,3
b-D-GlcpA," 2,2,2,until",C4,81.2,3
b-D-GlcpA," 2,2,2,until",C5,77.4,3
b-D-GlcpA," 2,2,2,until",CO,175.1,3
b-D-Manp," 4,2,2,2,until",C1,100.7,4
b-D-Manp," 4,2,2,2,until",C2,71.4,4
b-D-Manp," 4,2,2,2,until",C3,73.5,4
b-D-Manp," 4,2,2,2,until",C4,67.9,4
b-D-Manp," 4,2,2,2,until",C5,77.0,4
