Residual,Connection,Atom,Shift,Residual Num
A-D-FUCPNAC, ,H1,5.56,1
A-D-FUCPNAC, ,H2,4.33,1
A-D-FUCPNAC, ,H3,3.74,1
A-D-FUCPNAC, ,H4,3.99,1
A-D-FUCPNAC, ,H5,3.96,1
A-D-FUCPNAC, ,H6,1.27,1
B-D-GALP,3,H1,4.48,2
B-D-GALP,3,H2,3.63,2
B-D-GALP,3,H3,3.69,2
B-D-GALP,3,H4,4.07,2
B-D-GALP,3,H5,3.91,2
B-D-GALP,3,H61,3.65,2
B-D-GALP,3,H62,3.89,2
A-L-RHAP," 3, 3",H1,5.02,3
A-L-RHAP," 3, 3",H2,4.31,3
A-L-RHAP," 3, 3",H3,3.95,3
A-L-RHAP," 3, 3",H4,3.52,3
A-L-RHAP," 3, 3",H5,3.85,3
A-L-RHAP," 3, 3",H6,1.28,3
B-D-QUIP3NAC," 3, 3, 3",H1,4.89,4
B-D-QUIP3NAC," 3, 3, 3",H2,3.48,4
B-D-QUIP3NAC," 3, 3, 3",H3,3.93,4
B-D-QUIP3NAC," 3, 3, 3",H4,3.24,4
B-D-QUIP3NAC," 3, 3, 3",H5,3.58,4
B-D-QUIP3NAC," 3, 3, 3",H6,1.32,4
A-D-GALP," 3, 6",H1,4.98,5
A-D-GALP," 3, 6",H2,3.85,5
A-D-GALP," 3, 6",H3,3.79,5
A-D-GALP," 3, 6",H4,3.98,5
A-D-GALP," 3, 6",H5,3.88,5
A-D-GALP," 3, 6",H6,3.75,5
A-D-FUCPNAC, ,C1,96.5,1
A-D-FUCPNAC, ,C2,48.4,1
A-D-FUCPNAC, ,C3,79.7,1
A-D-FUCPNAC, ,C4,72.0,1
A-D-FUCPNAC, ,C5,67.5,1
A-D-FUCPNAC, ,C6,16.4,1
B-D-GALP,3,C1,105.7,2
B-D-GALP,3,C2,70.7,2
B-D-GALP,3,C3,81.5,2
B-D-GALP,3,C4,69.0,2
B-D-GALP,3,C5,73.4,2
B-D-GALP,3,C6,67.0,2
A-L-RHAP," 3, 3",C1,102.9,3
A-L-RHAP," 3, 3",C2,70.5,3
A-L-RHAP," 3, 3",C3,80.6,3
A-L-RHAP," 3, 3",C4,71.6,3
A-L-RHAP," 3, 3",C5,70.1,3
A-L-RHAP," 3, 3",C6,17.5,3
B-D-QUIP3NAC," 3, 3, 3",C1,104.8,4
B-D-QUIP3NAC," 3, 3, 3",C2,75.1,4
B-D-QUIP3NAC," 3, 3, 3",C3,56.6,4
B-D-QUIP3NAC," 3, 3, 3",C4,73.7,4
B-D-QUIP3NAC," 3, 3, 3",C5,73.7,4
B-D-QUIP3NAC," 3, 3, 3",C6,17.7,4
A-D-GALP," 3, 6",C1,99.5,5
A-D-GALP," 3, 6",C2,69.0,5
A-D-GALP," 3, 6",C3,70.2,5
A-D-GALP," 3, 6",C4,70.1,5
A-D-GALP," 3, 6",C5,72.0,5
A-D-GALP," 3, 6",C6,62.0,5
