Residual,Connection,Atom,Shift,Residual Num
A-L-FUCP, ,H1,4.99,1
A-L-FUCP, ,H2,3.84,1
A-L-FUCP, ,H3,3.89,1
A-L-FUCP, ,H4,3.84,1
A-L-FUCP, ,H5,4.28,1
A-L-FUCP, ,H6,1.12,1
A-D-GALPA,3,H1,5.19,2
A-D-GALPA,3,H2,3.7,2
A-D-GALPA,3,H3,4.03,2
A-D-GALPA,3,H4,4.35,2
A-D-GALPA,3,H5,4.33,2
B-D-GLCPNAC," 3, 4",H1,4.59,3
B-D-GLCPNAC," 3, 4",H2,3.81,3
B-D-GLCPNAC," 3, 4",H3,4.04,3
B-D-GLCPNAC," 3, 4",H4,3.63,3
B-D-GLCPNAC," 3, 4",H5,3.43,3
B-D-GLCPNAC," 3, 4",H61,3.74,3
B-D-GLCPNAC," 3, 4",H62,3.93,3
B-D-GLCPNAC," 3, 4, 3",H1,4.74,4
B-D-GLCPNAC," 3, 4, 3",H2,3.6,4
B-D-GLCPNAC," 3, 4, 3",H3,3.84,4
B-D-GLCPNAC," 3, 4, 3",H4,3.3,4
B-D-GLCPNAC," 3, 4, 3",H5,3.41,4
B-D-GLCPNAC," 3, 4, 3",H61,3.59,4
B-D-GLCPNAC," 3, 4, 3",H62,3.96,4
A-L-FUCP," 3, 4, 4",H1,4.94,5
A-L-FUCP," 3, 4, 4",H2,3.81,5
A-L-FUCP," 3, 4, 4",H3,3.92,5
A-L-FUCP," 3, 4, 4",H4,3.8,5
A-L-FUCP," 3, 4, 4",H5,4.71,5
A-L-FUCP," 3, 4, 4",H6,1.26,5
A-L-FUCP, ,C1,100.1,1
A-L-FUCP, ,C2,67.9,1
A-L-FUCP, ,C3,78.5,1
A-L-FUCP, ,C4,72.5,1
A-L-FUCP, ,C5,67.7,1
A-L-FUCP, ,C6,15.8,1
A-D-GALPA,3,C1,101.2,2
A-D-GALPA,3,C2,69.7,2
A-D-GALPA,3,C3,70.6,2
A-D-GALPA,3,C4,80.2,2
A-D-GALPA,3,C5,72.4,2
A-D-GALPA,3,C6,175.7,2
B-D-GLCPNAC," 3, 4",C1,102.8,3
B-D-GLCPNAC," 3, 4",C2,57.0,3
B-D-GLCPNAC," 3, 4",C3,76.9,3
B-D-GLCPNAC," 3, 4",C4,73.8,3
B-D-GLCPNAC," 3, 4",C5,76.0,3
B-D-GLCPNAC," 3, 4",C6,61.5,3
B-D-GLCPNAC," 3, 4, 3",C1,100.8,4
B-D-GLCPNAC," 3, 4, 3",C2,56.7,4
B-D-GLCPNAC," 3, 4, 3",C3,80.5,4
B-D-GLCPNAC," 3, 4, 3",C4,70.5,4
B-D-GLCPNAC," 3, 4, 3",C5,76.4,4
B-D-GLCPNAC," 3, 4, 3",C6,62.5,4
A-L-FUCP," 3, 4, 4",C1,98.6,5
A-L-FUCP," 3, 4, 4",C2,68.7,5
A-L-FUCP," 3, 4, 4",C3,70.0,5
A-L-FUCP," 3, 4, 4",C4,72.8,5
A-L-FUCP," 3, 4, 4",C5,67.4,5
A-L-FUCP," 3, 4, 4",C6,16.3,5
